url,domain,cmp_detected,tracker_count,non_essential_cookies_before_interaction,long_lived_cookies_count,has_privacy_policy,is_hosting,uses_major_cloud_cdn,reject_works
https://tchibo.de,tchibo.de,onetrust,13.0,11.0,1.0,True,True,True,True
https://marieclaire.fr,marieclaire.fr,didomi,23.0,5.0,3.0,True,True,False,False
https://morenutrition.de,morenutrition.de,usercentrics,28.0,5.0,1.0,True,True,False,False
https://caissedesdepots.fr,caissedesdepots.fr,didomi,4.0,9.0,1.0,True,True,False,True
https://personio.de,personio.de,usercentrics,14.0,7.0,0.0,True,True,False,False
https://bhf.org.uk,bhf.org.uk,onetrust,5.0,3.0,0.0,True,True,True,False
https://newsnow.co.uk,newsnow.co.uk,none,20.0,14.0,6.0,True,False,False,True
https://ticketone.it,ticketone.it,none,12.0,16.0,0.0,True,False,True,True
https://inrae.fr,inrae.fr,klaro,5.0,0.0,0.0,True,True,False,True
https://knipp.de,knipp.de,none,2.0,2.0,1.0,True,False,False,True
https://mediapart.fr,mediapart.fr,none,5.0,5.0,2.0,True,True,True,False
https://blog.gov.uk,blog.gov.uk,none,5.0,0.0,0.0,True,True,False,True
https://belfasttelegraph.co.uk,belfasttelegraph.co.uk,didomi,24.0,8.0,2.0,True,True,True,False
https://ionos.co.uk,ionos.co.uk,none,9.0,6.0,0.0,True,True,False,False
https://daad.de,daad.de,none,2.0,0.0,0.0,True,False,False,True
https://netzwelt.de,netzwelt.de,didomi,4.0,1.0,0.0,True,True,True,True
https://nordnet.fr,nordnet.fr,didomi,7.0,3.0,0.0,True,False,False,True
https://monespacesante.fr,monespacesante.fr,trustcommander,8.0,3.0,2.0,True,False,True,True
https://fes.de,fes.de,none,3.0,1.0,0.0,True,False,False,True
https://english-heritage.org.uk,english-heritage.org.uk,none,23.0,7.0,1.0,True,True,False,False
https://reading.ac.uk,reading.ac.uk,none,10.0,0.0,0.0,True,True,True,True
https://kfw.de,kfw.de,usercentrics,11.0,11.0,1.0,True,False,False,True
https://jdsports.co.uk,jdsports.co.uk,none,20.0,2.0,0.0,True,True,False,False
https://jameda.de,jameda.de,onetrust,16.0,7.0,0.0,True,True,False,False
https://liverpool.ac.uk,liverpool.ac.uk,none,12.0,1.0,0.0,True,False,False,True
https://sussex.ac.uk,sussex.ac.uk,none,4.0,0.0,0.0,True,False,False,True
https://audible.de,audible.de,trustarc,11.0,10.0,1.0,True,True,False,False
https://sportsmole.co.uk,sportsmole.co.uk,none,34.0,2.0,2.0,True,True,True,False
https://london.gov.uk,london.gov.uk,none,14.0,0.0,0.0,True,True,True,False
https://aboutyou.de,aboutyou.de,usercentrics,13.0,2.0,0.0,True,True,True,True
https://smarturl.it,smarturl.it,none,15.0,2.0,0.0,True,True,False,False
https://univ-lyon1.fr,univ-lyon1.fr,none,2.0,3.0,1.0,True,False,False,True
https://gouvernement.fr,gouvernement.fr,none,8.0,3.0,1.0,True,True,False,False
https://de-nserver.de,de-nserver.de,none,8.0,3.0,0.0,True,True,False,True
https://kent.ac.uk,kent.ac.uk,cookiebot,33.0,9.0,2.0,True,False,False,False
https://spareroom.co.uk,spareroom.co.uk,onetrust,11.0,3.0,2.0,True,True,True,True
https://bouyguestelecom.fr,bouyguestelecom.fr,trustcommander,21.0,4.0,2.0,True,False,False,False
https://lamontagne.fr,lamontagne.fr,didomi,25.0,5.0,1.0,True,True,True,False
https://dpdgroup.co.uk,dpdgroup.co.uk,none,5.0,6.0,1.0,True,False,False,True
https://espn.co.uk,espn.co.uk,onetrust,42.0,28.0,3.0,True,True,False,False
https://bundesfinanzministerium.de,bundesfinanzministerium.de,none,2.0,7.0,0.0,True,False,False,True
https://viamichelin.fr,viamichelin.fr,didomi,5.0,7.0,2.0,True,True,False,True
https://uni-bayreuth.de,uni-bayreuth.de,usercentrics,7.0,0.0,0.0,True,False,False,True
https://airfrance.fr,airfrance.fr,none,18.0,26.0,5.0,True,False,True,False
https://sg.fr,sg.fr,none,5.0,12.0,3.0,True,True,False,True
https://milanofinanza.it,milanofinanza.it,none,32.0,19.0,6.0,False,True,True,False
https://edf.fr,edf.fr,trustcommander,18.0,10.0,4.0,True,False,False,True
https://treccani.it,treccani.it,osano,26.0,3.0,3.0,True,True,False,False
https://datev.de,datev.de,onetrust,10.0,8.0,1.0,True,False,False,False
https://castorama.fr,castorama.fr,trustarc,17.0,18.0,2.0,True,False,False,False
https://activemind.de,activemind.de,usercentrics,12.0,0.0,0.0,True,True,True,True
https://veepee.fr,veepee.fr,onetrust,14.0,4.0,0.0,True,True,True,False
https://largus.fr,largus.fr,didomi,17.0,6.0,3.0,True,True,False,False
https://eventbrite.de,eventbrite.de,none,9.0,4.0,1.0,True,True,False,True
https://pmu.fr,pmu.fr,axeptio,19.0,12.0,4.0,True,True,False,False
https://nationalrail.co.uk,nationalrail.co.uk,onetrust,23.0,1.0,0.0,True,True,False,False
https://matalan.co.uk,matalan.co.uk,onetrust,25.0,16.0,6.0,True,True,True,False
https://lboro.ac.uk,lboro.ac.uk,none,11.0,1.0,0.0,True,True,False,True
https://hdblog.it,hdblog.it,none,25.0,7.0,4.0,True,True,True,False
https://essex.ac.uk,essex.ac.uk,onetrust,28.0,15.0,3.0,True,True,True,False
https://quoka.de,quoka.de,didomi,11.0,4.0,1.0,True,True,True,True
https://money.it,money.it,cookieyes,20.0,2.0,0.0,True,True,True,False
https://schlund.de,schlund.de,none,13.0,8.0,0.0,True,True,False,False
https://ilgazzettino.it,ilgazzettino.it,iubenda,32.0,4.0,0.0,True,True,True,False
https://idealo.fr,idealo.fr,usercentrics,15.0,8.0,0.0,True,False,False,True
https://dpd.de,dpd.de,none,26.0,8.0,1.0,True,False,False,True
https://univ-nantes.fr,univ-nantes.fr,none,3.0,5.0,1.0,True,False,False,True
https://nintendo.co.uk,nintendo.co.uk,onetrust,12.0,3.0,0.0,True,True,False,False
https://artfiles.de,artfiles.de,none,19.0,2.0,0.0,True,True,False,True
https://autoexpress.co.uk,autoexpress.co.uk,didomi,23.0,5.0,0.0,True,True,False,False
https://gamberorosso.it,gamberorosso.it,complianz,15.0,6.0,4.0,True,True,True,False
https://123-reg.co.uk,123-reg.co.uk,none,12.0,15.0,0.0,True,False,True,True
https://nintendo.de,nintendo.de,onetrust,25.0,3.0,0.0,True,True,False,False
https://u-bordeaux.fr,u-bordeaux.fr,none,15.0,4.0,0.0,True,False,False,True
https://nationalgallery.org.uk,nationalgallery.org.uk,cookiebot,12.0,7.0,0.0,True,True,True,False
https://bpifrance.fr,bpifrance.fr,trustcommander,12.0,2.0,1.0,True,True,False,True
https://ina.fr,ina.fr,didomi,12.0,6.0,3.0,True,False,False,True
https://nativendo.de,nativendo.de,cookiebot,9.0,0.0,0.0,True,True,True,False
https://o2.co.uk,o2.co.uk,none,15.0,10.0,1.0,True,True,True,True
https://miodottore.it,miodottore.it,onetrust,18.0,9.0,0.0,True,True,False,False
https://schlundtech.de,schlundtech.de,usercentrics,8.0,1.0,0.0,True,True,False,True
