url,reachable,error,has_accept_button,has_reject_button,has_customize_option,has_cookie_banner,reject_as_visible_as_accept,prechecked_boxes_detected,cmp_detected,tcf_api_present,cookies_before_interaction,non_essential_cookies_before_interaction,long_lived_cookies_count,trackers_before_consent,known_tracker_domains_before_consent,reject_click_attempted,reject_click_succeeded,cookies_after_reject,non_essential_cookies_after_reject,trackers_after_reject,known_tracker_domains_after_reject,privacy_policy_link_found,robots_txt_present
https://www.lemonde.fr,True,,True,False,False,True,False,False,,True,8,8,6,4,"['applets.ebxcdn.com', 'cdn.amplitude.com', 'eus.rubiconproject.com', 'img.lemde.fr']",False,False,0,0,0,[],True,True
https://www.leboncoin.fr,True,,False,False,False,False,False,False,,False,1,1,0,2,"['lemonde.fr', 'www.lemonde.fr']",False,False,0,0,0,[],False,True
