url,reachable,error,has_accept_button,has_reject_button,has_customize_option,has_cookie_banner,reject_as_visible_as_accept,prechecked_boxes_detected,cmp_detected,tcf_api_present,cookies_before_interaction,non_essential_cookies_before_interaction,long_lived_cookies_count,trackers_before_consent,known_tracker_domains_before_consent,reject_click_attempted,reject_click_succeeded,cookies_after_reject,non_essential_cookies_after_reject,trackers_after_reject,known_tracker_domains_after_reject,privacy_policy_link_found,privacy_policy_risky_phrase_count,robots_txt_present,risk_score,risk_flags
https://example.com,True,,False,False,False,False,False,False,,False,0,0,0,0,[],False,False,0,0,0,[],False,0,False,5.0,['Aucun lien vers une politique de confidentialité détecté']
https://www.lemonde.fr,True,,True,False,False,True,False,False,,True,8,8,6,1,['eus.rubiconproject.com'],False,False,0,0,0,[],True,0,True,45.0,"[""Pas de bouton 'Refuser' détecté (même en cherchant dans les iframes)"", '8 cookie(s) non essentiel(s) déposé(s) avant toute interaction', '6 cookie(s) avec durée de vie > 13 mois', ""Pas d'option de choix granulaire par finalité détectée""]"
https://www.leboncoin.fr,True,,False,False,False,False,False,False,,False,1,1,0,0,[],False,False,0,0,0,[],False,0,True,7.0,"['1 cookie(s) non essentiel(s) déposé(s) avant toute interaction', 'Aucun lien vers une politique de confidentialité détecté']"
